Date,IWF,IWM,LNTH,MTUM,SPY,VLUE,VXX
2019-07-08,-0.0,-0.9779442952071258,1.0,-0.09147462180121589,-1.6374475705735425,-1.005843819218625,0.0
2019-07-09,-0.0,-0.9856271571084109,1.0,-0.0862370573495343,-1.651269443525129,-1.0047751879343765,0.0
2019-07-10,-0.0,-0.9890291767153734,1.0,-0.08805031446540881,-1.650068567645529,-1.001655081098974,0.0
2019-07-11,-0.0,-0.9667976056864946,1.0,-0.12808641975308643,-1.624205013093902,-0.9573045267489712,0.0
2019-07-12,-0.0,-0.9725598354525057,1.0,-0.13215220643231115,-1.6333208676140614,-0.93661181750187,0.0
2019-07-15,-0.0,-0.9791520590847472,1.0,-0.14668349460103772,-1.6352077782452203,-0.9133828822512036,0.0
2019-07-16,-0.0,-0.9754466373585259,1.0,-0.16799176877747637,-1.6315124871387148,-0.9018800860536901,0.0
2019-07-17,-0.0,-0.935999265414811,1.0,-0.1811211606445985,-1.5823883200954962,-0.8916486846333961,0.0
2019-07-18,-0.0,-0.9341196909431719,1.0,-0.16490650573766744,-1.5895396150505188,-0.8832807570977919,0.0
2019-07-19,-0.0,-0.9496645747673663,1.0,-0.21462886821034408,-1.3697468080502055,-0.7940272668253625,0.0
2019-07-22,-0.0,-0.9517587504867391,1.0,-0.20914636784493576,-1.3621338640591873,-0.8035304806818673,0.0
2019-07-23,-0.0,-0.9648674406515336,1.0,-0.20412406861895688,-1.3598596430428003,-0.8031536995321436,0.0
2019-07-24,-0.0,-0.9646362024988111,1.0,-0.21244217716484373,-1.3521680861181964,-0.793956162725347,0.0
2019-07-25,-0.0,-0.959322912168581,1.0,-0.21241039813455392,-1.3599188185508246,-0.786510061317903,0.0
2019-07-26,-0.0,-1.0594788241644992,1.0,-0.2716297786720322,-1.5604357854443733,-1.0159493546645728,0.0
2019-07-29,-0.0,-1.0328303926868825,1.0,-0.2801887256106551,-1.5545289231827788,-1.0471814026637833,0.0
2019-07-30,-0.0,-1.0237393099380714,1.0,-0.28551066548707366,-1.547920967266293,-1.057800058979652,0.0
2019-07-31,-0.0,-1.0236162361623617,1.0,-0.286789667896679,-1.5470110701107012,-1.0625830258302584,0.0
2019-08-01,-0.0,-1.0410158168778858,1.0,-0.2934964141860693,-1.529374201787995,-1.0482365654779449,0.0
2019-08-02,-0.0,-1.0266182103919066,1.0,-0.31578430409586483,-1.52740398782045,-1.0413515371770947,0.0
2019-08-05,-0.0,-1.0215816775961633,1.0,-0.2938729568366448,-1.5283351277282962,-1.049965743368895,0.0
2019-08-06,-0.0,-1.021604938271605,1.0,-0.2655270655270655,-1.4539411206077872,-1.0072649572649572,0.0
2019-08-07,-0.0,-1.0404217926186292,1.0,-0.26229040991782643,-1.4464446872179737,-1.0007124875314684,0.0
2019-08-08,-0.0,-1.040003800836184,1.0,-0.2599296845305967,-1.4480235651843405,-1.0030406689471685,0.0
2019-08-09,-0.0,-1.013396449704142,1.0,-0.2485680473372781,-1.4327573964497042,-1.038958579881657,0.0
2019-08-12,-0.0,-1.0129249124135973,1.0,-0.25556292017801346,-1.433623709875959,-1.0322886090332355,0.0
2019-08-13,-0.0,-1.011147850732168,1.0,-0.24888993859234768,-1.4361360415682571,-1.027491733585262,0.0
2019-08-14,-0.0,-1.0257988721804512,1.0,-0.24642857142857144,-1.4079417293233083,-1.019031954887218,0.0
2019-08-15,-0.0,-1.0488367799113738,1.0,-0.25073855243722304,-1.3635985967503692,-0.9528249630723781,0.0
2019-08-16,-0.0,-1.0246828143021913,1.0,-0.26440599769319495,-1.3776239907727796,-0.9468973471741639,0.0
2019-08-19,-0.0,-1.0090975923543466,1.0,-0.260108435949274,-1.3807204557985664,-0.9448630766403234,0.0
2019-08-20,-0.0,-1.0050708085883966,1.0,-0.2758337140246688,-1.358017359524897,-0.9292827775239835,0.0
2019-08-21,-0.0,-1.0069384215091068,1.0,-0.27411329711964216,-1.358150362897704,-0.92550326379696,0.0
2019-08-22,-0.0,-1.009442999863145,1.0,-0.27211349847178506,-1.3635326855526664,-0.9167464987911136,0.0
2019-08-23,-0.0,-1.008718276428702,1.0,-0.2753332116121965,-1.3651634106262553,-0.9153277341610372,0.0
2019-08-26,-0.0,-0.990890642615558,1.0,-0.272108229988726,-1.3536865839909809,-0.8928974069898534,0.0
2019-08-27,-0.0,-0.9866846603688709,1.0,-0.2720647773279352,-1.3472334682860998,-0.8923976608187134,0.0
2019-08-28,-0.0,-0.9882875605815832,1.0,-0.27127086698976843,-1.346077903428469,-0.8818883503859271,0.0
2019-08-29,-0.0,-0.9809459762385115,1.0,-0.2850930284689531,-1.3540461779869986,-0.8632145258910557,0.0
2019-08-30,-0.0,-0.9629613041920458,1.0,-0.2963095664636331,-1.3681924041562163,-0.8512182013615192,0.0
2019-09-03,-0.0,-0.969174246157982,1.0,-0.30534522156010574,-1.3632779246382005,-0.8426452798064429,0.0
2019-09-04,-0.0,-0.9727268649351815,1.0,-0.3118467680437806,-1.3618624680392948,-0.8393217601937828,0.0
2019-09-05,-0.0,-0.9830857347413638,1.0,-0.3061571505280114,-1.3653123321997493,-0.820162878109898,0.0
