Date,EQX,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-10-13,1.0,-0.6693262099750448,-0.2431900460440758,-0.6151629116727005,-0.9871006291518751,-0.0,0.0
2020-10-14,1.0,-0.6702049137112931,-0.2411866015254297,-0.6177638747319953,-0.9856244068749781,-0.0,0.0
2020-10-15,1.0,-0.6679898826670414,-0.24123515773203116,-0.6188084030070962,-0.9849645190753882,-0.0,0.0
2020-10-16,1.0,-0.6676851754293541,-0.24542549081586065,-0.6146173567941559,-0.98437115864152,-0.0,0.0
2020-10-19,1.0,-0.6682003371733634,-0.2456448440573195,-0.613444787861759,-0.9849325653273393,-0.0,0.0
2020-10-20,1.0,-0.6664445301813336,-0.2458700150818982,-0.6108168776963278,-0.9842867665111712,-0.0,0.0
2020-10-21,1.0,-0.6665263896194985,-0.24685253375416444,-0.6103805014904436,-0.983166754339821,-0.0,0.0
2020-10-22,1.0,-0.6663278539132873,-0.2466790508569626,-0.6086362202516561,-0.9833514422908415,-0.0,0.0
2020-10-23,1.0,-0.6669929727650946,-0.23934552319686744,-0.6136419256721323,-0.9761213858686152,-0.0,0.0
2020-10-26,1.0,-0.6670049340378625,-0.23837351716415298,-0.6157049375371801,-0.9782342443223572,-0.0,0.0
2020-10-27,1.0,-0.6661070304302203,-0.23515215110178384,-0.6149003147953831,-0.9815320041972717,-0.0,0.0
2020-10-28,1.0,-0.670009434291904,-0.23519340298403157,-0.609699849750166,-0.9792445578112443,-0.0,0.0
