Date,IWF,IWM,MTUM,SPY,TPIC,VLUE,VXX
2019-06-28,-0.0,-0.2165070200761055,-0.07361238682587587,-1.6867427721646326,1.0,-1.3970170143900627,0.0
2019-07-01,-0.0,-0.21331236897274633,-0.07490391334730957,-1.6932215234102028,1.0,-1.386137316561845,0.0
2019-07-02,-0.0,-0.21995680345572352,-0.07680345572354212,-1.6639308855291575,1.0,-1.358963282937365,0.0
2019-07-03,-0.0,-0.22946567525505793,-0.06895210098564758,-1.6606432647414835,1.0,-1.3639114646377313,0.0
2019-07-05,-0.0,-0.21751546882436934,-0.06780321059235861,-1.6650945437237679,1.0,-1.3765306563973865,0.0
2019-07-08,-0.0,-0.2181999048484062,-0.06820639245707365,-1.6638553695774403,1.0,-1.374767527356083,0.0
2019-07-09,-0.0,-0.2042363337087412,-0.07086545958589621,-1.6698865113055532,1.0,-1.3866412544399203,0.0
2019-07-10,-0.0,-0.2129898246373674,-0.0738255033557047,-1.6613119722883742,1.0,-1.3818142455076858,0.0
2019-07-11,-0.0,-0.21527477282561663,-0.07096495023799222,-1.6585028126352228,1.0,-1.3823453050627434,0.0
2019-07-12,-0.0,-0.18724448078495504,-0.08107759177174334,-1.673710031415415,1.0,-1.361449412574773,0.0
2019-07-15,-0.0,-0.1759104362372925,-0.08107064727834255,-1.6790202891090806,1.0,-1.3534508643246257,0.0
2019-07-16,-0.0,-0.17039859571006552,-0.06417776255512266,-1.6766279916085114,1.0,-1.370167401635484,0.0
2019-07-17,-0.0,-0.1648074539470872,-0.06590588536991922,-1.671923750908236,1.0,-1.3714151386929947,0.0
2019-07-18,-0.0,-0.16394981650593157,-0.06528974993599045,-1.6754288640436974,1.0,-1.362635486899377,0.0
2019-07-19,-0.0,-0.16446891136431527,-0.06584730935006188,-1.6752869884351127,1.0,-1.3618828148337814,0.0
2019-07-22,-0.0,-0.13909180229826135,-0.04878465547439019,-1.679695843479004,1.0,-1.4042889486949466,0.0
2019-07-23,-0.0,-0.15114198056928585,-0.04815067325720129,-1.668058633032214,1.0,-1.393770240327254,0.0
2019-07-24,-0.0,-0.15107668737764915,-0.06123925440463018,-1.6611626521406078,1.0,-1.3822027406587796,0.0
2019-07-25,-0.0,-0.13728870574383986,-0.07274409217054915,-1.628164157766378,1.0,-1.3666218148179297,0.0
2019-07-26,-0.0,-0.13557470056734608,-0.07194788821180921,-1.6293759193107795,1.0,-1.3657070813196048,0.0
2019-07-29,-0.0,-0.14616092338574774,-0.07837069253931081,-1.60584643693543,1.0,-1.3516226162596185,0.0
2019-07-30,-0.0,-0.15208272768802691,-0.07994518044769301,-1.5865276797209187,1.0,-1.3344407990365048,0.0
2019-07-31,-0.0,-0.17557410406544577,-0.0779867945683319,-1.5736472737843112,1.0,-1.3254017690295254,0.0
2019-08-01,-0.0,-0.19727554179566564,-0.09168214654282766,-1.5362229102167182,1.0,-1.3027863777089783,0.0
2019-08-02,-0.0,-0.1854430119042715,-0.08975573588169872,-1.523417226181159,1.0,-1.3205091238620916,0.0
2019-08-05,-0.0,-0.17915121549237742,-0.08170580964153276,-1.542068397198187,1.0,-1.3173465183353934,0.0
2019-08-06,-0.0,-0.18087090496269867,-0.07958968537139151,-1.4791193642555953,1.0,-1.3149124229646447,0.0
2019-08-07,-0.0,-0.1567101303911735,-0.06431293881644934,-1.4734202607823472,1.0,-1.317592778335005,0.0
2019-08-08,-0.0,-0.15603804631376167,-0.0654573182967452,-1.4744953244772645,1.0,-1.3173335473772925,0.0
2019-08-09,-0.0,-0.1319981369352585,-0.1313460642757336,-1.729017233348859,1.0,-1.6653004191895668,0.0
2019-08-12,-0.0,-0.13329591693559703,-0.11019129133342688,-1.7407979046817266,1.0,-1.6927646040877413,0.0
2019-08-13,-0.0,-0.10572418961963649,-0.10399100618324902,-1.7585722315907812,1.0,-1.7159921304103427,0.0
2019-08-14,-0.0,-0.1223536009720989,-0.10024769827545918,-1.7394494555311493,1.0,-1.7114548768518953,0.0
2019-08-15,-0.0,-0.15072940961265835,-0.12329080349384919,-1.6908583710614167,1.0,-1.608222435633603,0.0
2019-08-16,-0.0,-0.16064774347886093,-0.11795555964484519,-1.6887795003910384,1.0,-1.6331140451764274,0.0
2019-08-19,-0.0,-0.1417596488019023,-0.12470276202670567,-1.6891348088531186,1.0,-1.617294677153832,0.0
2019-08-20,-0.0,-0.14364565276890792,-0.14350880394124624,-1.6762612900282823,1.0,-1.598166225709333,0.0
2019-08-21,-0.0,-0.15975132396960626,-0.1799217131015427,-1.6882799907897765,1.0,-1.5771586460971678,0.0
2019-08-22,-0.0,-0.16423743620396342,-0.1690652443790519,-1.687525863258081,1.0,-1.5770380247367697,0.0
2019-08-23,-0.0,-0.1642827576691349,-0.17026169341857147,-1.6883134802005244,1.0,-1.576323414432231,0.0
2019-08-26,-0.0,-0.14447669145655723,-0.16601668782876836,-1.670052602938509,1.0,-1.5541447487756215,0.0
2019-08-27,-0.0,-0.1413373172167142,-0.1665987595635837,-1.665897052831726,1.0,-1.5533070759201413,0.0
2019-08-28,-0.0,-0.13491991674961543,-0.16962265858293368,-1.6698488824540767,1.0,-1.5500859650710344,0.0
2019-08-29,-0.0,-0.13183090958359678,-0.1751874266100623,-1.6696775359046154,1.0,-1.5396079848252189,0.0
2019-08-30,-0.0,-0.12319654815946784,-0.18122162793833432,-1.663445548114522,1.0,-1.5267203020360465,0.0
2019-09-03,-0.0,-0.137549478229579,-0.1964735516372796,-1.658375314861461,1.0,-1.5056675062972291,0.0
2019-09-04,-0.0,-0.13702886477236909,-0.19385779258792274,-1.665015535641915,1.0,-1.5072274508038006,0.0
